Pager usage is off.
Timing is on.
 l_orderkey |   revenue   | o_orderdate | o_shippriority 
    5144069 | 238168.2336 | 1994-12-18  |              0
    5464162 | 238042.7886 | 1995-03-05  |              0
    4795266 | 237827.3596 | 1995-01-31  |              0
    2803264 | 237803.1801 | 1995-02-25  |              0
    1160579 | 237761.1971 | 1995-02-22  |              0
     675808 | 237689.2143 | 1995-02-28  |              0
     769765 | 237476.4433 | 1995-02-03  |              0
    2368768 | 237357.2408 | 1995-02-01  |              0
    3866083 | 237121.3085 | 1995-02-12  |              0
    3773574 | 237095.5986 | 1995-01-30  |              0
    4100160 | 237074.3916 | 1995-01-30  |              0
    5372871 | 236975.0187 | 1995-02-11  |              0
    3281060 | 236959.6377 | 1995-02-28  |              0
    5106147 | 236948.0843 | 1995-03-10  |              0
    4186372 | 236900.4941 | 1995-03-13  |              0
    4371845 | 236778.5937 | 1995-03-06  |              0
    5824675 | 236766.7950 | 1995-02-13  |              0
    1308064 | 236765.7023 | 1995-03-03  |              0
    4980452 | 236718.3467 | 1995-03-06  |              0
    3170087 | 236651.3345 | 1995-02-13  |              0
    5991526 | 236522.5584 | 1995-02-24  |              0
    2898788 | 236353.7529 | 1995-02-24  |              0
    2412357 | 236298.0460 | 1995-03-06  |              0
    2150692 | 236242.2934 | 1995-02-21  |              0
    1898275 | 236168.8674 | 1995-01-18  |              0
    3337219 | 236113.0746 | 1995-03-12  |              0
    5689571 | 236086.7314 | 1995-02-05  |              0
    4269348 | 236007.7403 | 1995-02-21  |              0
    5186054 | 235968.3145 | 1995-03-07  |              0
    3428611 | 235862.9068 | 1995-02-27  |              0
    5084326 | 235829.2235 | 1995-03-11  |              0
    2112512 | 235743.0442 | 1995-03-10  |              0
    2656867 | 235642.0024 | 1995-03-08  |              0
     720259 | 235617.8378 | 1995-02-21  |              0
    4184384 | 235156.1315 | 1995-02-04  |              0
    5324519 | 234950.6549 | 1995-02-08  |              0
    1406118 | 234936.3830 | 1995-02-17  |              0
    5198917 | 234887.7341 | 1995-02-02  |              0
    2882147 | 234817.4479 | 1995-02-13  |              0
    2852295 | 234737.6620 | 1995-02-08  |              0
    1533794 | 234674.8477 | 1995-02-21  |              0
    4712295 | 234661.2510 | 1995-03-02  |              0
    4263651 | 234591.7048 | 1995-03-11  |              0
    1289639 | 234509.1722 | 1995-03-03  |              0
     290566 | 234467.5354 | 1995-02-13  |              0
     266598 | 234412.9266 | 1995-01-05  |              0
    1876290 | 234347.4432 | 1995-02-19  |              0
    5106563 | 234333.0161 | 1995-02-25  |              0
    2639875 | 234297.0132 | 1995-01-31  |              0
     299105 | 233875.7892 | 1994-12-22  |              0
    4735109 | 233753.4016 | 1995-03-11  |              0
    3161409 | 233653.9564 | 1995-02-22  |              0
    4435462 | 233615.1514 | 1995-03-01  |              0
    5055937 | 233577.7040 | 1995-01-27  |              0
     115334 | 233446.6027 | 1995-02-17  |              0
    4746496 | 233412.9466 | 1995-02-22  |              0
    5125474 | 233091.2439 | 1995-03-10  |              0
    2963269 | 233012.2696 | 1995-01-05  |              0
    5463687 | 232832.1497 | 1995-03-13  |              0
    4358822 | 232452.8886 | 1995-01-20  |              0
    3112354 | 232405.6602 | 1995-03-04  |              0
    1279910 | 232398.1389 | 1995-01-31  |              0
    5794114 | 232390.2524 | 1995-02-05  |              0
    1804801 | 232367.9741 | 1995-02-21  |              0
    3790817 | 232299.7255 | 1995-01-30  |              0
     790821 | 232238.8478 | 1995-02-10  |              0
     463046 | 232123.9517 | 1995-03-11  |              0
      68644 | 231929.6077 | 1995-02-01  |              0
    2734599 | 231595.3252 | 1995-02-27  |              0
    3076612 | 231455.8955 | 1995-01-31  |              0
    4870564 | 231177.7565 | 1995-03-14  |              0
    1976802 | 231147.8806 | 1995-02-28  |              0
    4578528 | 231030.8633 | 1995-02-24  |              0
    4960359 | 230919.9211 | 1995-02-08  |              0
    2267782 | 230778.3096 | 1995-03-04  |              0
    4221889 | 230634.8348 | 1995-02-21  |              0
    1597475 | 230614.3774 | 1995-02-02  |              0
    2744962 | 230608.7768 | 1995-03-05  |              0
     806082 | 230589.0084 | 1995-02-11  |              0
    3333280 | 230525.5687 | 1995-02-19  |              0
    3493828 | 230501.1377 | 1995-02-23  |              0
    2135682 | 230444.2762 | 1995-02-04  |              0
      40612 | 230209.1067 | 1995-03-01  |              0
     381284 | 230202.8712 | 1995-03-13  |              0
    4423877 | 230185.4183 | 1995-03-02  |              0
    4889122 | 230020.0661 | 1995-02-25  |              0
    5303680 | 229925.7738 | 1995-03-02  |              0
     107010 | 229720.8854 | 1995-02-22  |              0
     109188 | 229577.1624 | 1995-03-14  |              0
     223045 | 229533.3397 | 1995-02-18  |              0
    2158215 | 229327.6056 | 1995-03-05  |              0
    5725056 | 229163.9866 | 1995-01-08  |              0
    2508931 | 229063.8093 | 1995-02-27  |              0
    3175972 | 229040.4003 | 1995-02-24  |              0
    3376672 | 228946.0362 | 1995-02-27  |              0
    5827649 | 228899.6500 | 1995-01-21  |              0
    1628743 | 228889.2019 | 1995-03-07  |              0
    3613379 | 228859.9990 | 1995-01-19  |              0
    3646080 | 228810.4972 | 1995-03-04  |              0
    2336161 | 228657.0156 | 1995-01-25  |              0
    5687140 | 228643.0513 | 1995-02-02  |              0
    1858370 | 228542.2020 | 1995-01-29  |              0
    1740419 | 228525.7522 | 1995-03-02  |              0
    1655588 | 228436.6515 | 1995-02-24  |              0
    1000005 | 228314.4817 | 1995-02-06  |              0
    2017088 | 228311.6535 | 1995-02-14  |              0
    1462497 | 228295.4121 | 1995-02-04  |              0
    4346467 | 228293.2848 | 1995-01-11  |              0
    1546947 | 228287.5018 | 1995-03-10  |              0
    4611877 | 228246.1850 | 1995-02-23  |              0
    1447009 | 228233.4225 | 1995-02-12  |              0
    2820614 | 228211.9538 | 1995-03-02  |              0
    2242470 | 228187.8774 | 1995-02-22  |              0
    4497665 | 228047.4503 | 1995-02-14  |              0
    4886113 | 227778.5952 | 1995-01-22  |              0
    3510597 | 227518.4582 | 1995-03-04  |              0
     364197 | 227505.9154 | 1995-02-26  |              0
     842151 | 227448.7480 | 1995-02-26  |              0
    5299651 | 227320.3944 | 1995-03-12  |              0
    1886340 | 227204.0330 | 1995-03-04  |              0
    5404641 | 227115.8189 | 1995-01-25  |              0
    3099970 | 227094.2409 | 1995-02-08  |              0
    1286048 | 227072.6611 | 1995-01-21  |              0
    4813568 | 227055.9067 | 1995-02-28  |              0
     983556 | 226979.8241 | 1995-03-01  |              0
     184933 | 226865.4479 | 1995-01-29  |              0
    4998881 | 226833.9320 | 1995-02-21  |              0
    2335136 | 226826.4324 | 1995-03-12  |              0
    1233026 | 226762.8638 | 1994-12-16  |              0
     434150 | 226733.4210 | 1995-01-26  |              0
    3572897 | 226705.2780 | 1995-03-07  |              0
      44418 | 226569.9666 | 1995-02-01  |              0
    1640678 | 226531.1580 | 1995-02-17  |              0
    4489058 | 226409.7946 | 1995-02-25  |              0
    5691014 | 226244.1397 | 1995-02-27  |              0
     756322 | 226183.3612 | 1995-02-24  |              0
    4684263 | 226172.9169 | 1995-02-26  |              0
    4325444 | 226112.1554 | 1995-02-28  |              0
    1389062 | 225970.8739 | 1995-03-06  |              0
    1735558 | 225944.3118 | 1994-12-04  |              0
    4562561 | 225898.0535 | 1995-02-13  |              0
    1184900 | 225872.2190 | 1995-02-25  |              0
     958785 | 225863.1187 | 1995-03-14  |              0
    4313667 | 225637.1415 | 1995-02-19  |              0
    3631367 | 225622.6530 | 1995-02-19  |              0
    2626496 | 225554.0149 | 1995-02-04  |              0
    1979589 | 225512.7069 | 1995-03-01  |              0
    1322595 | 225480.5531 | 1995-03-01  |              0
    4069057 | 225461.9232 | 1995-03-04  |              0
     624229 | 225360.2750 | 1995-02-11  |              0
     729794 | 225251.1181 | 1995-03-11  |              0
    1780386 | 225165.8422 | 1995-02-16  |              0
    4341056 | 225102.1794 | 1995-02-19  |              0
    4632547 | 225019.8061 | 1995-03-11  |              0
    4875459 | 224952.5778 | 1995-02-15  |              0
    5203489 | 224926.0817 | 1995-02-18  |              0
    1903910 | 224923.9557 | 1995-02-17  |              0
    4576704 | 224913.9622 | 1995-02-14  |              0
    3991716 | 224911.9400 | 1995-02-24  |              0
    2295777 | 224897.2745 | 1995-01-16  |              0
    3596290 | 224893.3850 | 1995-03-08  |              0
    3717922 | 224884.9565 | 1995-01-30  |              0
    2783653 | 224880.9043 | 1995-02-04  |              0
    5618279 | 224858.2212 | 1995-03-06  |              0
    1677286 | 224836.8597 | 1995-02-21  |              0
    4721955 | 224771.3016 | 1995-03-01  |              0
    1945440 | 224686.8720 | 1994-12-29  |              0
     563873 | 224643.4221 | 1995-02-09  |              0
    5075459 | 224364.6854 | 1995-03-05  |              0
    3158279 | 224270.3246 | 1995-01-02  |              0
    2523335 | 224223.4851 | 1995-03-09  |              0
    1932098 | 224033.4718 | 1995-02-17  |              0
    1732832 | 224018.7948 | 1995-02-03  |              0
    4719586 | 223893.1848 | 1994-12-20  |              0
    5002790 | 223824.9217 | 1995-02-24  |              0
    1437795 | 223763.1894 | 1995-02-01  |              0
    3806631 | 223721.5838 | 1995-03-03  |              0
    4064256 | 223714.4976 | 1995-03-04  |              0
    5682369 | 223624.8426 | 1995-03-07  |              0
    2861474 | 223403.6463 | 1995-02-07  |              0
    5031137 | 223292.1103 | 1995-02-08  |              0
    2068805 | 223232.4994 | 1995-02-21  |              0
    5426720 | 223082.2071 | 1995-03-02  |              0
    4090662 | 222964.0112 | 1995-02-11  |              0
    3561703 | 222945.9548 | 1995-03-09  |              0
    2416262 | 222929.8503 | 1995-02-12  |              0
    1205856 | 222877.0308 | 1995-02-28  |              0
    5233152 | 222635.0953 | 1995-03-12  |              0
     105221 | 222624.5272 | 1995-03-04  |              0
    3333955 | 222606.8738 | 1995-02-08  |              0
    2585543 | 222584.2446 | 1995-02-26  |              0
    2789346 | 222526.5691 | 1995-03-06  |              0
    4502215 | 222377.1866 | 1995-01-09  |              0
    2387783 | 222352.3066 | 1995-01-11  |              0
    3785988 | 222211.2976 | 1995-02-21  |              0
    2604455 | 222152.4441 | 1995-01-19  |              0
    3302695 | 222083.2564 | 1995-02-28  |              0
    2634340 | 222080.5532 | 1995-02-04  |              0
     391719 | 222079.9268 | 1995-02-24  |              0
    3103809 | 221982.1675 | 1995-03-08  |              0
    5370497 | 221980.9610 | 1995-02-17  |              0
    5684257 | 221980.1608 | 1995-03-03  |              0
    3350724 | 221963.5664 | 1995-02-02  |              0
     337411 | 221931.0013 | 1995-03-11  |              0
    3789191 | 221908.5028 | 1995-02-13  |              0
    5129764 | 221906.5740 | 1994-12-27  |              0
    3694247 | 221851.3186 | 1995-01-23  |              0
    4614758 | 221622.7696 | 1995-02-13  |              0
    1919141 | 221608.9145 | 1995-02-22  |              0
    1386080 | 221583.5978 | 1995-03-09  |              0
    3798054 | 221443.5280 | 1995-02-17  |              0
    3300259 | 221349.1569 | 1995-03-13  |              0
    3762944 | 221324.9641 | 1995-02-24  |              0
     742567 | 221292.0221 | 1995-03-06  |              0
    2146817 | 221195.2752 | 1995-01-18  |              0
    5517957 | 221161.8298 | 1995-02-06  |              0
    1476358 | 221111.5370 | 1995-02-03  |              0
    2510530 | 221001.6681 | 1995-03-02  |              0
     549890 | 220985.9829 | 1995-03-04  |              0
    3606561 | 220831.0807 | 1995-02-26  |              0
     440803 | 220810.4186 | 1995-02-15  |              0
     137760 | 220754.1436 | 1995-02-17  |              0
    1190661 | 220653.3538 | 1995-02-22  |              0
    3543047 | 220647.2726 | 1995-03-13  |              0
    1019012 | 220477.7947 | 1995-03-10  |              0
    3388321 | 220411.7342 | 1995-03-08  |              0
    5117093 | 220274.5138 | 1995-03-10  |              0
    3680802 | 220188.3835 | 1995-02-20  |              0
    2738949 | 220160.9586 | 1995-03-10  |              0
    1807041 | 219797.9766 | 1995-02-25  |              0
    2732965 | 219709.6672 | 1995-02-26  |              0
    2331648 | 219664.0676 | 1995-02-21  |              0
    3644355 | 219493.0417 | 1995-03-07  |              0
     229506 | 219455.7824 | 1995-02-21  |              0
     939202 | 219422.0280 | 1995-02-09  |              0
    5506080 | 219388.4488 | 1995-03-10  |              0
